학수번호,건물,강의실,시간,교과목,종류
EPC6057002,8,223,목(야1)(야2)(야3),제어시스템설계,전자공학과(야)
0006154010,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),산업경영공학과
0006154059,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),산업경영공학과
0006154060,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),산업경영공학과
0007504001,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅳ),산업경영공학과
0009062023,,,,RISE,산업경영공학과
0009062024,,,,RISE,산업경영공학과
EF06043001,8,502,월(2B-3)(4-5A),선형대수,산업경영공학과
EF06043002,8,502,월(7-8A)(8B-9),선형대수,산업경영공학과
XAA1359005,8,483,화(2)(3)(4),대학수학(2),산업경영공학과
XAA1359006,8,502,화(2)(3)(4),대학수학(2),산업경영공학과
EPG6701001,8,401,"화(7-8A),목(1-2A)",프로그래밍언어,산업경영공학과
EPG6701002,8,401,"수(1-2A),목(7-8A)",프로그래밍언어,산업경영공학과
EPG7031001,8,483,수(5B-6)(7-8A),공학설계입문,산업경영공학과
EPG7031002,8,483,금(4-5A)(5B-6),공학설계입문,산업경영공학과
EPG6013001,8,479,금(2B-3)목(2B-3),경제성공학,산업경영공학과
EPG7026001,8,479,화(2B-3)월(4-5A),확률및통계(2),산업경영공학과
EPG7026002,8,479,수(1-2A)월(7-8A),확률및통계(2),산업경영공학과
0009467001,8,483,금(1-2A)(2B-3),제조시스템 공학,산업경영공학과
0009467002,8,483,금(7-8A)(8B-9),제조시스템 공학,산업경영공학과
EPG6053001,8,479,"월(5B-6),수(4-5A)",생산계획,산업경영공학과
EPG6053002,8,479,"월(8B-9),수(2B-3)",생산계획,산업경영공학과
0010907001,8,479,목(2B-3)화(5B-6),확률적경영과학,산업경영공학과
0010907002,8,479,수(8B-9)목(5B-6),확률적경영과학,산업경영공학과
0009468001,8,483,수(1-2A)(2B-3),의사결정분석,산업경영공학과
0010082001,8,401,"월(7-8A),목(4-5A)",비즈니스애널리틱스,산업경영공학과
0010910001,8,401,목(5B-6)월(4-5A),강화학습,산업경영공학과
0010911001,8,401,"수(8B-9),목(2B-3)",최적화모델링응용,산업경영공학과
EPG6048001,8,479,"수(7-8A),목(7-8A)",실험계획법,산업경영공학과
EPG7016001,8,583,화(4-5A)(5B-6),기업과안전,산업경영공학과
0006154011,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),신소재공학과
0006154012,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),신소재공학과
0006154056,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),신소재공학과
0002401001,8,503,"화(2B-3),목(2B-3)",물리(2),신소재공학과
XAA1359007,5,104,"화(5B-6),수(2B-3)",대학수학(2),신소재공학과
EH06049001,8,503,"화(7-8A),수(5B-6)",재료공학개론,신소재공학과
0010449001,8,503,"화(1-2A),수(1-2A)",재료공업수학,신소재공학과
EQA6057001,8,503,"월(7-8A),수(2B-3)",재료물리화학(1),신소재공학과
0000018001,8,201,화(3)(4),신소재공학실험(1),신소재공학과
0000018002,8,201,목(7)(8),신소재공학실험(1),신소재공학과
EQA6046001,8,503,"화(8B-9),목(5B-6)",재료결정구조,신소재공학과
0011499001,8,503,"월(8B-9),수(8B-9)",에너지소자공정,신소재공학과
EQA6154001,8,385,수(5B-6)월(4-5A),전자패키지,신소재공학과
0000019001,8,201,화(7)(8),신소재공학실험(2),신소재공학과
0000021001,8,201,월(7)(8),신소재공학실험(4),신소재공학과
0000021002,8,201,수(7)(8),신소재공학실험(4),신소재공학과
0004222001,8,385,"월(2B-3),목(2B-3)",재료기기분석,신소재공학과
0010451001,8,383,"월(4-5A),수(5B-6)",전산재료학,신소재공학과
EQA6117001,8,385,"화(1-2A),수(1-2A)",세라믹물성,신소재공학과
EQA6157001,8,385,"월(5B-6),수(2B-3)",나노공정,신소재공학과
0000023001,8,383,화(3)(4),신소재공학실험(6),신소재공학과
0000023002,8,383,수(2)(3),신소재공학실험(6),신소재공학과
0009479001,8,503,"월(5B-6),화(5B-6)",수소연료전지공학,신소재공학과
0010452001,8,385,"월(7-8A),수(8B-9)",반도체재료및소자,신소재공학과
EQA6120001,8,503,"수(7-8A),목(7-8A)",정보저장재료,신소재공학과
0006154013,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),안전공학과
0009062021,,,,RISE,안전공학과
0009062022,,,,RISE,안전공학과
0002401002,8,338,월(4-5A)(5B-6),물리(2),안전공학과
XAA1359008,8,534,수(2)(3)(4),대학수학(2),안전공학과
EQB6091001,8,534,"월(7-8A),화(5B-6)",구조공학,안전공학과
EQB6119001,8,534,금(7-8A)(8B-9),전기설비안전공학,안전공학과
0004827001,8,534,금(2B-3)토(1-2A),재난관리론,안전공학과
0006733001,8,338,목(2B-3)화(2B-3),원자력공학개론,안전공학과
0010447001,8,534,"화(1-2A),수(5B-6)",작업생리학및생체역학,안전공학과
EJ06031001,8,338,"수(2B-3),목(5B-6)",유체역학,안전공학과
EQB6066001,8,534,"월(5B-6),수(8B-9)",연소공학,안전공학과
0005891001,8,228,"화(2B-3),목(2B-3)",캡스톤디자인,안전공학과
EQB6030001,8,338,수(5B-6)월(2B-3),원자력안전공학,안전공학과
0004949001,8,338,"화(5B-6),수(7-8A)",수자원재해관리,안전공학과
0006734001,8,338,월(7-8A)(8B-9),공정안전관리및방폭공학,안전공학과
EQB6002001,8,534,"화(8B-9),목(7-8A)",건설안전공학,안전공학과
EQB6021001,8,338,금(7-8A)(8B-9),산업안전법규,안전공학과
0004224001,8,534,"수(7-8A),목(2B-3)",건설시공학,안전공학과
0009473001,8,338,월(1-2A)(2B-3),소방시설및구조론,안전공학과
0011442001,8,534,월(4-5A)토(2B-3),에너지저장기술안전,안전공학과
0006154014,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),에너지화학공학과
0006154055,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),에너지화학공학과
0009062047,,,,RISE,에너지화학공학과
0009062048,,,,RISE,에너지화학공학과
XAA1359009,5,104,"월(5B-6),화(2B-3)",대학수학(2),에너지화학공학과
0001192001,5,504,수(1)(2),일반화학실험(2),에너지화학공학과
0001192007,5,504,수(3)(4),일반화학실험(2),에너지화학공학과
0001532001,8,535,"화(1-2A),수(5B-6)",일반화학(2),에너지화학공학과
0001535001,5,112,화(5)(6),일반물리실험,에너지화학공학과
0001535002,5,114,화(5)(6),일반물리실험,에너지화학공학과
0002406001,8,535,목(7)(8),일반물리,에너지화학공학과
0001210001,8,535,"월(2B-3),금(2B-3)",화공열역학,에너지화학공학과
0001212001,8,535,"화(2B-3),목(1-2A)",공학수학 2,에너지화학공학과
0001213001,8,535,목(5B-6)화(1-2A),물리화학 2,에너지화학공학과
0001214001,8,535,"화(5B-6),수(1-2A)",유기화학 2,에너지화학공학과
0001226001,8,535,금(1-2A)수(7-8A),기기분석 2,에너지화학공학과
0001216001,8,530,목(6)(7)(8)(9),에너지화공심화실험,에너지화학공학과
0001216002,8,543,목(6)(7)(8)(9),에너지화공심화실험,에너지화학공학과
0001218001,8,515,수(1-2A)월(1-2A),열및물질전달,에너지화학공학과
0001223001,8,535,수(7-8A)월(2B-3),전기화학,에너지화학공학과
0009481001,9,225,"월(5B-6),수(5B-6)",공정설계모사:실습,에너지화학공학과
0009482001,8,535,"수(8B-9),목(2B-3)",화공생화학,에너지화학공학과
0010919001,8,535,목(4-5A)화(2B-3),태양에너지공학,에너지화학공학과
0001234001,9,225,"월(7-8A),목(2B-3)",연료전지공학,에너지화학공학과
0001236001,8,535,월(8B-9)수(8B-9),이차전지공학,에너지화학공학과
0010917001,8,535,화(8B-9)목(7-8A),에너지공학개론,에너지화학공학과
0010922001,8,535,수(2B-3)화(5B-6),화공머신러닝,에너지화학공학과
0006154009,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),바이오-로봇시스템공학과
0006154037,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),바이오-로봇시스템공학과
0006154047,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),바이오-로봇시스템공학과
0007504002,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅳ),바이오-로봇시스템공학과
0009062042,,,,RISE,바이오-로봇시스템공학과
EN06100001,8,539,목(1-2A)(2B-3),물리,바이오-로봇시스템공학과
EPO1007001,5,112,월(7)(8),물리실험,바이오-로봇시스템공학과
EPO1007002,5,114,월(7)(8),물리실험,바이오-로봇시스템공학과
EPO1007003,5,115,월(7)(8),물리실험,바이오-로봇시스템공학과
XAA1359010,8,539,목(7-8A)화(1-2A),대학수학(2),바이오-로봇시스템공학과
XAA1359011,8,539,금(5B-6)화(5B-6),대학수학(2),바이오-로봇시스템공학과
0006700001,8,539,"월(5B-6),금(2B-3)",공업수학(1),바이오-로봇시스템공학과
0009437001,8,539,"수(1)(2),토(2)",동역학1,바이오-로봇시스템공학과
0011444001,27,105,수(5)(6)(7),심화프로그래밍,바이오-로봇시스템공학과
0011444002,27,105,화(7)(8)(9),심화프로그래밍,바이오-로봇시스템공학과
0009449001,8,539,"월(8B-9),화(2B-3)",시스템동역학1,바이오-로봇시스템공학과
0009455001,8,539,"화(5B-6),수(8B-9)",디지털회로,바이오-로봇시스템공학과
EK06075001,8,539,"월(1-2A),수(7-8A)",전자기학,바이오-로봇시스템공학과
0009451001,8,539,"월(7-8A),목(5B-6)",유체역학1,바이오-로봇시스템공학과
0009453001,9,224,목(1-2A)(2B-3),재료역학2,바이오-로봇시스템공학과
0010444001,8,539,목(8B-9)화(8B-9),세포생명공학2,바이오-로봇시스템공학과
EPA6032001,9,224,"화(7),수(5)(6)",기계진동,바이오-로봇시스템공학과
0001865001,8,539,"화(1-2A),수(5B-6)",로봇공학,바이오-로봇시스템공학과
0004172001,9,224,"월(5B-6),금(5B-6)",유한요소법,바이오-로봇시스템공학과
0008733001,9,224,목(4-5A)(5B-6),재료공학,바이오-로봇시스템공학과
0009440001,27,105,월(7)(8)(9),PSPICE MATLAB,바이오-로봇시스템공학과
0009440002,27,105,목(7)(8)(9),PSPICE MATLAB,바이오-로봇시스템공학과
0009454001,9,224,수(7)(8)(9),바이오융합공학실험,바이오-로봇시스템공학과
0009454002,27,107,수(7)(8)(9),바이오융합공학실험,바이오-로봇시스템공학과
0010076001,9,224,"화(2B-3),수(2B-3)",최적설계,바이오-로봇시스템공학과
EBA6017001,8,539,월(2B-3)금(2B-3),전자회로,바이오-로봇시스템공학과
0008821001,8,539,화(8)(9),종합설계프로젝트2,바이오-로봇시스템공학과
0009062039,,,,RISE,컴퓨터공학부
XAA1359024,7,504,"수(1-2A),금(1-2A)",대학수학(2),컴퓨터공학부
XAA1359025,7,504,"수(2B-3),금(2B-3)",대학수학(2),컴퓨터공학부
XAA1359026,7,504,"수(5B-6),금(5B-6)",대학수학(2),컴퓨터공학부
0010086001,7,501,"월(1)(2),화(2)(3)",C언어,컴퓨터공학부
0010086002,7,501,"수(5)(6),금(5)(6)",C언어,컴퓨터공학부
0010086003,7,408,"월(1)(2),화(2)(3)",C언어,컴퓨터공학부
0010086004,7,408,수(야1)(야2)(야3)(야4),C언어,컴퓨터공학부
0010593001,7,501,"월(7-8A),화(8B-9)",데이터사이언스입문,컴퓨터공학부
0010593002,7,501,"월(8B-9),수(7-8A)",데이터사이언스입문,컴퓨터공학부
0010593003,7,501,"화(5B-6),목(1-2A)",데이터사이언스입문,컴퓨터공학부
IAA6068001,7,505,목(4-5A)(5B-6),확률및통계,컴퓨터공학부
IAA6068002,7,505,목(7-8A)(8B-9),확률및통계,컴퓨터공학부
0001765001,7,511,월(1)(2)(3)(4),C++언어,컴퓨터공학부
0001765002,7,511,"월(6)(7),목(5)(6)",C++언어,컴퓨터공학부
0001765003,7,511,목(야1)(야2)(야3)(야4),C++언어,컴퓨터공학부
0001765004,7,415,"월(6)(7),목(5)(6)",C++언어,컴퓨터공학부
IAA6007001,7,505,"화(1-2A),수(8B-9)",컴퓨터구조,컴퓨터공학부
IAA6007002,7,505,"수(7-8A),금(7-8A)",컴퓨터구조,컴퓨터공학부
IAA6007003,7,505,화(야1-2A)(야2B-3),컴퓨터구조,컴퓨터공학부
0001767001,7,415,목(1-2A)(2B-3),윈도우즈프로그래밍,컴퓨터공학부
0001767002,7,415,월(야1-2A)(야2B-3),윈도우즈프로그래밍,컴퓨터공학부
0001780001,7,408,"월(8)(9),수(5)(6)",모바일소프트웨어,컴퓨터공학부
0001780002,7,408,"화(5)(6),금(5)(6)",모바일소프트웨어,컴퓨터공학부
0001780003,7,408,"화(8)(9),수(2)(3)",모바일소프트웨어,컴퓨터공학부
0003429001,7,407,"수(8B-9),금(1-2A)",시스템프로그래밍,컴퓨터공학부
0010087001,7,415,"화(5)(6),금(5)(6)",LINUX시스템,컴퓨터공학부
0010087002,7,415,"월(8)(9),수(5)(6)",LINUX시스템,컴퓨터공학부
0010087003,7,415,수(야1)(야2)(야3)(야4),LINUX시스템,컴퓨터공학부
IAA6020001,7,511,"화(2B-3),금(2B-3)",수치해석,컴퓨터공학부
0001772001,7,501,목(5)(6)월(7)(8),알고리즘,컴퓨터공학부
0001772002,7,501,수(2)(3)화(5)(6),알고리즘,컴퓨터공학부
0001772003,7,407,"월(7)(8),목(5)(6)",알고리즘,컴퓨터공학부
0001772004,7,407,월(야1)(야2)(야3)(야4),알고리즘,컴퓨터공학부
0006819001,7,416,수(7)(8)(9),캡스톤디자인(1),컴퓨터공학부
0006819002,7,511,수(7)(8)(9),캡스톤디자인(1),컴퓨터공학부
0006819003,7,504,수(7)(8)(9),캡스톤디자인(1),컴퓨터공학부
0006819004,7,415,수(7)(8)(9),캡스톤디자인(1),컴퓨터공학부
0006819005,7,502,수(7)(8)(9),캡스톤디자인(1),컴퓨터공학부
0006819006,7,408,목(야1)(야2)(야3),캡스톤디자인(1),컴퓨터공학부
0006819007,7,501,목(야1)(야2)(야3),캡스톤디자인(1),컴퓨터공학부
IAA6021001,7,504,"월(2B-3),화(2B-3)",컴퓨터네트워크,컴퓨터공학부
IAA6021002,7,504,"월(5B-6),목(7-8A)",컴퓨터네트워크,컴퓨터공학부
IAA6021003,7,504,화(야1-2A)(야2B-3),컴퓨터네트워크,컴퓨터공학부
0001423001,7,511,"화(8B-9),수(5B-6)",컴퓨터그래픽스,컴퓨터공학부
0001423002,7,511,수(야1-2A)(야2B-3),컴퓨터그래픽스,컴퓨터공학부
0010923001,7,415,수(1)(2)(3),서버구축,컴퓨터공학부
0010924001,7,407,"월(1-2A),목(2B-3)",시스템보안과해킹,컴퓨터공학부
0010925001,7,504,"화(1-2A),목(8B-9)",자연어처리,컴퓨터공학부
0006021001,7,502,"화(5B-6),목(7-8A)",정보보호론,컴퓨터공학부
0006021002,7,502,화(야1-2A)(야2B-3),정보보호론,컴퓨터공학부
0007853001,7,502,"화(8B-9),수(2B-3)",빅데이터 입문,컴퓨터공학부
0010517001,7,502,"화(2B-3),목(5B-6)",음성인식입문,컴퓨터공학부
IAA6036001,7,502,"수(5B-6),목(2B-3)",컴퓨터비젼,컴퓨터공학부
IAA6036002,7,502,월(야1-2A)(야2B-3),컴퓨터비젼,컴퓨터공학부
0006154044,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),정보통신공학과
0006154045,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),정보통신공학과
0006154046,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),정보통신공학과
0009062040,,,,RISE,정보통신공학과
0009062041,,,,RISE,정보통신공학과
XAA1359030,7,417,"화(5B-6),목(7-8A)",대학수학(2),정보통신공학과
XAA1359031,7,417,"화(7-8A),목(5B-6)",대학수학(2),정보통신공학과
XAA1359032,7,313,화(2B-3)수(5B-6),대학수학(2),정보통신공학과
0002027001,7,211,"수(2)(3),목(2)(3)",프로그래밍(2),정보통신공학과
0002027002,7,205,"화(2)(3),목(2)(3)",프로그래밍(2),정보통신공학과
0002027003,7,211,금(6)(7)(8)(9),프로그래밍(2),정보통신공학과
IAC3038001,7,211,월(7-8A)(8B-9),데이터구조,정보통신공학과
IAC3038002,7,205,금(2)(3)(4),데이터구조,정보통신공학과
IAC3038003,7,205,금(6)(7)(8),데이터구조,정보통신공학과
0004264001,7,111,"화(5B-6),목(7-8A)",디지털논리회로,정보통신공학과
0004264002,7,111,"화(7-8A),목(5B-6)",디지털논리회로,정보통신공학과
EI06071001,7,111,월(0)(1)(2)(3),프로그래밍실험,정보통신공학과
EI06071002,7,111,수(1)(2)(3)(4),프로그래밍실험,정보통신공학과
EI06071003,7,111,수(6)(7)(8)(9),프로그래밍실험,정보통신공학과
IAB6004001,7,104,목(7-8A)화(2B-3),전기자기학,정보통신공학과
IAB6004002,7,104,"화(2B-3),목(5B-6)",전기자기학,정보통신공학과
IAB6060001,7,205,"화(5B-6),수(7-8A)",데이터베이스,정보통신공학과
IAB6060002,7,111,금(2)(3)(4),데이터베이스,정보통신공학과
IAB6060003,7,111,금(6)(7)(8),데이터베이스,정보통신공학과
0009487001,7,211,"월(5B-6),수(5B-6)",객체지향소프트웨어,정보통신공학과
0009487002,7,205,"월(5B-6),수(2B-3)",객체지향소프트웨어,정보통신공학과
IAB6007001,7,104,목(1-2A)월(7-8A),회로망이론,정보통신공학과
IAB6007002,7,104,월(7-8A)(8B-9),회로망이론,정보통신공학과
IAB6025001,7,104,목(2B-3)월(2B-3),신호와시스템,정보통신공학과
IAB6025002,7,104,월(2B-3)목(2B-3),신호와시스템,정보통신공학과
IAB6059001,7,102,수(1)(2)(3)(4),기초정보공학실험,정보통신공학과
IAB6021001,7,211,월(1)(2)수(3)(4),컴퓨터네트워크,정보통신공학과
IAB6021002,7,211,월(3)(4)수(1)(2),컴퓨터네트워크,정보통신공학과
IAB6021003,7,205,월(1)(2)수(3)(4),컴퓨터네트워크,정보통신공학과
0006837001,7,211,"수(7)(8),목(7)(8)",사물인터넷,정보통신공학과
0010092001,7,205,"수(5B-6),목(5B-6)",모바일프로그래밍,정보통신공학과
0010092002,7,111,"월(8B-9),화(2B-3)",모바일프로그래밍,정보통신공학과
0010093001,7,105,목(1)(2)(3)(4),통신실험,정보통신공학과
IAB6024001,7,104,화(5B-6)월(7-8A),마이크로파공학,정보통신공학과
IAB6031001,7,104,화(7-8A)월(5B-6),디지털신호처리,정보통신공학과
IAB6046001,7,104,수(1-2A)화(2B-3),디지털통신,정보통신공학과
IAB6046002,7,104,수(5B-6)목(5B-6),디지털통신,정보통신공학과
0006824001,7,102,월(7)(8),캡스톤디자인(2),정보통신공학과
0006824002,7,105,월(7)(8),캡스톤디자인(2),정보통신공학과
0006824003,7,417,목(2)(3),캡스톤디자인(2),정보통신공학과
0006824004,7,406,목(2)(3),캡스톤디자인(2),정보통신공학과
0010080003,7,205,"화(7-8A),목(7-8A)",빅데이터공학,정보통신공학과
EI06024001,7,406,"월(2B-3),화(5B-6)",인공지능,정보통신공학과
IAB6036001,7,417,수(5B-6)(7-8A),화상통신,정보통신공학과
IAB6081001,7,104,"월(5B-6),수(2B-3)",안테나공학,정보통신공학과
0009062013,,,,RISE,임베디드시스템공학과
0009062014,,,,RISE,임베디드시스템공학과
XAA1359016,7,313,"화(5B-6),수(5B-6)",대학수학(2),임베디드시스템공학과
0006843001,7,304,"월(7)(8),화(1)(2)",C언어프로그래밍(2),임베디드시스템공학과
0007801009,7,311,화(3),자기설계세미나II,임베디드시스템공학과
0007801010,7,306,화(3),자기설계세미나II,임베디드시스템공학과
0007801011,7,317,화(3),자기설계세미나II,임베디드시스템공학과
0004262001,7,306,"화(8B-9),수(7-8A)",임베디드시스템개론,임베디드시스템공학과
0009492001,7,313,금(1-2A)(2B-3),아날로그회로및소자,임베디드시스템공학과
0009492002,7,313,금(4-5A)(5B-6),아날로그회로및소자,임베디드시스템공학과
0002603001,7,306,"목(7-8A),금(7-8A)",창의설계입문,임베디드시스템공학과
0002603002,7,306,"목(8B-9),금(8B-9)",창의설계입문,임베디드시스템공학과
IAC3045001,7,313,"수(2)(3),목(2)(3)",알고리즘,임베디드시스템공학과
0009493001,7,306,"수(5)(6),토(1)",오픈소스SW설계,임베디드시스템공학과
0011451001,7,313,"수(8B-9),토(2B-3)",인공지능수학,임베디드시스템공학과
IAB6067001,7,313,"화(1-2A),토(4-5A)",통신공학,임베디드시스템공학과
0001770001,7,311,"월(2B-3),수(2B-3)",데이터베이스,임베디드시스템공학과
IAA6027001,7,314,"월(5B-6),화(5B-6)",인공지능,임베디드시스템공학과
IAB6079001,7,311,"화(8),수(5)(6)",영상처리,임베디드시스템공학과
IAC3058001,7,302,"수(8B-9),목(8B-9)",캡스턴디자인(2),임베디드시스템공학과
0006154002,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),경영학부
0006154003,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),경영학부
0006154004,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),경영학부
0006154005,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),경영학부
0006154006,ZZ,102,"월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)",현장교육.실습(Ⅴ-1),경영학부
0009062006,,,,RISE,경영학부
0009062007,,,,RISE,경영학부
0009062008,,,,RISE,경영학부
JA06015001,14,103,목(2B-3)화(4-5A),경영통계,경영학부
JA06015002,29,413,목(2B-3)(4-5A),경영통계,경영학부
JA06015003,29,413,목(5B-6)(7-8A),경영통계,경영학부
JA06015004,14,203,금(1-2A)(2B-3),경영통계,경영학부
JA06015005,14,203,금(4-5A)(5B-6),경영통계,경영학부
JA06015006,14,203,금(7-8A)(8B-9),경영통계,경영학부
JA06047002,14,203,"화(4-5A),목(4-5A)",경제학원론,경영학부
JA06047003,14,507,"화(5B-6),목(5B-6)",경제학원론,경영학부
JA06047004,14,507,수(2B-3)월(4-5A),경제학원론,경영학부
JA06047005,14,103,화(7-8A)월(5B-6),경제학원론,경영학부
