호관,호관명,건물코드,층수,호수,강의실명
28,도시과학대학,SY2,6,606,설계실
28,도시과학대학,SY2,6,607,강의실
28,도시과학대학,SY2,6,608,세미나실
28,도시과학대학,SY2,6,609,세미나실
28,도시과학대학,SY2,6,610A,친환경건축설비연구실
28,도시과학대학,SY2,6,610B,친환경건축설비연구실
28,도시과학대학,SY2,6,611,콘크리트공학연구실
28,도시과학대학,SY2,6,612,교수연구실
28,도시과학대학,SY2,6,613,교수연구실
28,도시과학대학,SY2,6,614,교수연구실
28,도시과학대학,SY2,6,615,교수연구실
28,도시과학대학,SY2,6,616,교수연구실
28,도시과학대학,SY2,6,617,교수연구실
28,도시과학대학,SY2,6,618,교수연구실
28,도시과학대학,SY2,6,619,교수연구실
28,도시과학대학,SY2,6,620A,건설재료연구실
28,도시과학대학,SY2,6,620B,건설경영 및 관리연구실B
28,도시과학대학,SY2,6,621A,건설경영 및 관리연구실 A
28,도시과학대학,SY2,6,621B,건설경영 및 관리연구실
28,도시과학대학,SY2,6,622,내진공학연구실
29,생명공학부,SY3,1,101A,스터디룸
29,생명공학부,SY3,1,101B,스터디룸
29,생명공학부,SY3,1,103,강의실(경영학부)
29,생명공학부,SY3,1,104,학생회실-1
29,생명공학부,SY3,1,105,학생회실-2
29,생명공학부,SY3,1,106,단대학생회실
29,생명공학부,SY3,1,107,전공학생회실-3
29,생명공학부,SY3,1,108,학생회실-4
29,생명공학부,SY3,1,109,휴게음식점
29,생명공학부,SY3,2,201,세미나실
29,생명공학부,SY3,2,202,교수연구실
29,생명공학부,SY3,2,203,강의실(무역학부)
29,생명공학부,SY3,2,204,강의실(계단식)
29,생명공학부,SY3,2,205,시스템&합성 미생물학 연구실
29,생명공학부,SY3,2,206,스페인말라가대학사무실
29,생명공학부,SY3,2,207,강의실
29,생명공학부,SY3,2,208,강의실
29,생명공학부,SY3,2,209,전산실습실
29,생명공학부,SY3,2,210,강의실
29,생명공학부,SY3,2,211,강의실
29,생명공학부,SY3,3,301,실험준비실
29,생명공학부,SY3,3,302,생명공학전공 실험실
29,생명공학부,SY3,3,304,기초과학연구소
29,생명공학부,SY3,3,305,연구용실험실
29,생명공학부,SY3,3,306,교수연구실
29,생명공학부,SY3,3,307,스포츠과학실험실
29,생명공학부,SY3,3,308,교수연구실
29,생명공학부,SY3,3,309,생물정보학 및 암유전체 연구실
29,생명공학부,SY3,3,310,차세대에너지 융합 연구소 (2)
29,생명공학부,SY3,3,311,감각인지뇌과학연구실
29,생명공학부,SY3,3,312,교수연구실
29,생명공학부,SY3,3,313,차세대에너지 융합 연구소 (1)
29,생명공학부,SY3,3,314,연구용실험실
29,생명공학부,SY3,3,315,글로벌보건방역전략실
29,생명공학부,SY3,3,316,에너지엑셀런스 스마트시티.LAB
29,생명공학부,SY3,3,317,매개체감시거점세터 백터 연구실
29,생명공학부,SY3,4,401,명예교수실
29,생명공학부,SY3,4,402,생명공학전공사무실
29,생명공학부,SY3,4,403,강의실(경제학과)
29,생명공학부,SY3,4,404,도시건축학전공설계실
29,생명공학부,SY3,4,405,도시건축학전공설계실
29,생명공학부,SY3,4,406,대학혁신사업단
29,생명공학부,SY3,4,407,교수연구실
29,생명공학부,SY3,4,408,교수연구실
29,생명공학부,SY3,4,409,교수연구실
29,생명공학부,SY3,4,410,과사무실
29,생명공학부,SY3,4,411,교수연구실
29,생명공학부,SY3,4,412,교수연구실
29,생명공학부,SY3,4,413,강의실(경영학부)
29,생명공학부,SY3,4,414,기능성 핵산 나노재료 연구실
29,생명공학부,SY3,4,415A,교수연구실
29,생명공학부,SY3,4,415B,합성생물학ㆍ인공진화공학 연구실
29,생명공학부,SY3,4,416,선예원
29,생명공학부,SY3,5,501A,미생물배양실
29,생명공학부,SY3,5,501B,미생물배양실
29,생명공학부,SY3,5,502,미생물생명공학실험실
29,생명공학부,SY3,5,503,줄기세포ㆍ재생의공학 연구실
29,생명공학부,SY3,5,504A,생체분자 진단·치료공학 실험실
29,생명공학부,SY3,5,504B,세포배양실 및 암실
29,생명공학부,SY3,5,505,강의실
29,생명공학부,SY3,5,506,교수연구실
29,생명공학부,SY3,5,507,강의실
29,생명공학부,SY3,5,508,교수연구실
29,생명공학부,SY3,5,509,교수연구실
29,생명공학부,SY3,5,510,교수연구실
29,생명공학부,SY3,5,511,교수연구실
29,생명공학부,SY3,5,512,교수연구실
29,생명공학부,SY3,5,513,공동기기실
29,생명공학부,SY3,5,514,고분자생체재료실험실
29,생명공학부,SY3,5,515A,세포 및 조직 배양실
29,생명공학부,SY3,5,515B,세포 및 조직 배양실
29,생명공학부,SY3,5,516,바이오의약 ·진단공학실험실
29,생명공학부,SY3,5,517,미생물유전공학실험실
29,생명공학부,SY3,6,601A,교수연구실
29,생명공학부,SY3,6,601B,바이오전자소자 연구실
29,생명공학부,SY3,6,602A,교수연구실
29,생명공학부,SY3,6,602B,생채재료&중개의학연구실
29,생명공학부,SY3,6,603,정밀모형제작실
29,생명공학부,SY3,6,604,나노소재기초실험실
29,생명공학부,SY3,6,605,단분자 세포역학 실험실
29,생명공학부,SY3,6,606,교수연구실
29,생명공학부,SY3,6,607,바이오전자광학연구실
29,생명공학부,SY3,6,608,바이오전자광학연구실
29,생명공학부,SY3,6,609,뇌공학실험실
29,생명공학부,SY3,6,610,교수연구실
29,생명공학부,SY3,6,611,교수연구실
29,생명공학부,SY3,6,612,나노바이오고분자실험실
29,생명공학부,SY3,6,613,나노생화학실험실
29,생명공학부,SY3,6,614,교수연구실
29,생명공학부,SY3,6,615,나노바이오전공사무실
29,생명공학부,SY3,6,616,세포배양실
29,생명공학부,SY3,6,617,살균초자세척실
29,생명공학부,SY3,6,618,나노바이오 기초실험실
29,생명공학부,SY3,6,618A,정밀물성측정실
